datetime,headline,summary,source,url,related,ticker
2025-11-17 22:04:19,US Equity Indexes Drop as Volatility Jumps in Broad-Based Sell-Off,"US equity indexes dropped on Monday amid a broad-based sell-off, with volatility surging ahead of Nv",Yahoo,https://finnhub.io/api/news?id=6f99aa9e595d03f7ea27c413e5558e9a7f743640783d8b447c1d6131e3d13d5d,AAPL,AAPL
2025-11-17 13:01:08,Stock Market Today: Dow Wobbles As Nvidia Slides; Google Jumps On Warren Buffett Stake (Live Coverage),Stock Market Today: The Dow Jones index wavered Monday as Nvidia declined in premarket trading. Google stock jumped on a Warren Buffett purchase.,Yahoo,https://finnhub.io/api/news?id=205de5bbb3569454dbd62879bd5b41c3b4960cce15a4ba922ad093ae079b6ac4,AAPL,AAPL
2025-11-17 21:13:22,"Stocks to Watch Recap: Alphabet, Tesla, Netflix, Zymeworks","↘️ Netflix (NFLX): The streaming company approved a 10-for-one stock split last month. Trading began on a split-adjusted basis today. Shares fell 0.8%. ↗️ Alphabet (GOOG, GOOGL): Warren Buffett’s Berkshire Hathaway (BRK.",Yahoo,https://finnhub.io/api/news?id=f31245cd765e687bc3741c9d151310406ba1fe989b6500de8c2b1ca0f6c5af97,AAPL,AAPL
2025-11-17 21:06:41,Who could succeed Tim Cook as Apple CEO?,"Apple (AAPL) is reportedly planning for CEO Tim Cook to retire, with the iPhone maker considering company insiders to lead the company. Yahoo Finance Tech Editor Dan Howley outlines two Apple insiders who could step up and assume the chief executive mantle. To watch more expert insights and analysis on the latest market action, check out more Market Domination.",Yahoo,https://finnhub.io/api/news?id=b1ed0e221175c4e8b9e0f2d78024a6f7572e9fd305daea60561cd3465eda93ac,AAPL,AAPL
2025-11-17 20:32:48,"Berkshire trims Apple stake, Quantum Computing reports Q3 profit","Market Domination host Josh Lipton tracks several of the day's top trending stock tickers, including Apple (AAPL) after Berkshire Hathaway (BRK-A, BRK-B) sold off more of its holdings in the iPhone developer, Home Depot's (HD) stock moves ahead of reporting earnings on Tuesday, and Quantum Computing (QUBT) beating third quarter earnings and revenue estimates. To watch more expert insights and analysis on the latest market action, check out more Market Domination.",Yahoo,https://finnhub.io/api/news?id=c29a32e80cb0e2d8e44fc8d29b69e84837347cbdebea3beeff8ea9f34e0678a7,AAPL,AAPL
2025-11-17 20:17:16,Tracking Mario Gabelli's Gabelli Funds 13F Portfolio - Q3 2025 Update,"Read here for an analysis of Gabelli Fundsâ Q3 2025 portfolio moves, including top holdings, stake increases, profit-taking, and disciplined diversification.",SeekingAlpha,https://finnhub.io/api/news?id=c46f6c6ecb6ba088b86f7324271cc944302178dc9e4872b54be032c4aaab13fc,AAPL,AAPL
2025-11-17 20:09:05,Apple to Change Designs and Release Schedule,"Apple is set to change its iPhone designs and release cycle next year. Bloomberg Senior Tech Editor Dana Wollman joins Caroline Hyde on ""Bloomberg Tech"" to discuss the customer and competition impact.",Yahoo,https://finnhub.io/api/news?id=3fc94b28879b261c0f69d61983232d9b1a332609759be9c83098268a28beb2a6,AAPL,AAPL
2025-11-17 20:01:20,CNBC Daily Open: AI still under pressure — but some analysts see a year-end rally,"Despite the recent sell-off in tech over concerns about high valuations and capital expenditure, some analysts think we could still end the year with a rally.",CNBC,https://finnhub.io/api/news?id=98c015637d5ad77d26c2d8c11cc8d9958937af796790f18d1f621bbc5070e41f,AAPL,AAPL
2025-11-17 19:10:00,Netflix Stock Just Split. What It Means as Streaming War Heats Up.,"Splits don't change the value of a company, but they are designed to make a stock more affordable for individual investors.",Yahoo,https://finnhub.io/api/news?id=e307ad7acf7a80d0b813ecc323cd528402f6543ead78cd96544f5801efcfe459,AAPL,AAPL
2025-11-17 18:31:19,"Stock Market Today: Dow Dips As Nvidia Lags; Netflix Drops From $1,100 To $111 — Here's Why (Live Coverage)",The Dow Jones index fell on the stock market today. Lithium stocks rose on bullish commentary. Alphabet jumped on a Warren Buffett move.,Yahoo,https://finnhub.io/api/news?id=9c7f398e83ecca4109d4d9dec4af3eae23749eab0548021202815dea3d076845,AAPL,AAPL
2025-11-17 18:30:27,"Buffett’s Bet on Alphabet: He’s Timed Magic, Again, At 95 Years Old","Warren Buffett will be officially stepping down as Berkshire Hathaway’s (NYSE:BRK-B) CEO in a little over a month. But until he’s out of his seat, Buffett appears to be very willing to make big moves within his portfolio that will benefit other generations down the line. Berkshire’s impressive $4.9 billion bet on Alphabet (NASDAQ:GOOG) has actually been increased ... Buffett’s Bet on Alphabet: He’s Timed Magic, Again, At 95 Years Old",Yahoo,https://finnhub.io/api/news?id=33b70ea993fef3047fd406eead75222be1b67286a49c63276899bf4fe2e7bf2b,AAPL,AAPL
2025-11-17 17:15:35,US Equity Indexes Mixed in Midday Trading,"US equity indexes traded mixed after midday Monday, with communication services leading sectors.",Yahoo,https://finnhub.io/api/news?id=53b9b25b616da47c119e5947595c7037e04885f02c10b88ea85081cb6f5d71ff,AAPL,AAPL
2025-11-17 16:50:00,Alphabet Rises 58% in a Year: Should You Still Buy the GOOGL Stock?,GOOGL's surging AI-driven search and cloud momentum fuels standout gains and supports its premium valuation.,Yahoo,https://finnhub.io/api/news?id=460166e16b0373e0b66170ec026814f6d7d9f7a89c76e988a9458f06f0307063,AAPL,AAPL
2025-11-17 16:41:17,Apple's Biggest Shake-Up in Years Collides with Tesla's Surprise U-Turn on CarPlay,"New iPhones, scrapped Macs, exec exits--and Musk finally caves. The Apple--Tesla power shift investors didn't see coming.",Yahoo,https://finnhub.io/api/news?id=98e2004a21bfbb771cdb3cb96a347c75997b74650df12001b2779f56fa6953a6,AAPL,AAPL
2025-11-17 16:35:00,DRC Congratulates Knobbe Martens on its $634 Million Win for Masimo,"NEW YORK, Nov. 17, 2025 (GLOBE NEWSWIRE) -- DRC congratulates Knobbe Martens on Friday’s decisive jury verdict awarding its client Masimo more than $634 million for Apple’s infringement of Masimo’s patents in the Apple Watch. After an eight-day trial, the eight-person jury deliberated for just three hours before finding that Apple infringed all four of the patents at issue in the case. The $634 million damages award is one of the largest consumer technology-related patent awards ever returned in",Yahoo,https://finnhub.io/api/news?id=d0ee7000ee49676d147b86911ed6ba1b787b8f043d2201c0cc98fc9951d9b747,AAPL,AAPL
2025-11-17 16:23:22,"“Apple (AAPL)’s the Best Balance Sheet I’ve Ever Seen,” Says Jim Cramer",We recently published 16 Latest Stocks on Jim Cramer’s Radar. Apple Inc. (NASDAQ:AAPL) is one of the stocks on Jim Cramer’s radar. Cramer frequently discussed consumer electronics giant Apple Inc. (NASDAQ:AAPL) after the firm’s iPhone launch in September. He praised the firm’s new phones and added that carrier plans would allow consumers to afford them. […],Yahoo,https://finnhub.io/api/news?id=f816af51aa60558ae21ed80555c648fe18772d54a8a0ef3459254f3d69b45b4a,AAPL,AAPL
2025-11-17 16:19:30,Why Alphabet (GOOGL) Stock Is Climbing Today,"Buffett's Last Big Swing: Berkshire Scoops Up Alphabet, Trims Apple and Bank of America",Yahoo,https://finnhub.io/api/news?id=7a44ec906d791485eb3efc2dafa00cbcb2d337e60307b17f269281da30168a0b,AAPL,AAPL
2025-11-17 16:02:40,"Alphabet: Berkshire Buys, Happy To Finally Just Hold (Rating Downgrade)",,SeekingAlpha,https://finnhub.io/api/news?id=4e18a61bf564af3bd1a73e4902a300d85cd40dbd9b083fcb45a058e8d429b70f,AAPL,AAPL
2025-11-17 15:45:17,Investors Are Sick of Apple,"Though Apple had a strong quarter, its stock performance this year has been lackluster. Its shareholders have plenty to worry about.",Yahoo,https://finnhub.io/api/news?id=4f47fc171dae1e0d8b1741941de32d128e8a5df39b6876256ed6a7f751f1f34f,AAPL,AAPL
2025-11-17 14:52:45,Nvidia and 19 Other Stocks Now Make Up 50% of the S&P 500. Here's What It Means for Your Investment Portfolio.,Buying the S&P 500 takes the belief that today's leading companies deserve their lofty valuations.,Yahoo,https://finnhub.io/api/news?id=7549310c8c231f922ac097fbc8f2dfd07aed5b2f6e31565b9680b77d1b6e1539,AAPL,AAPL
2025-11-17 14:41:01,Alphabet Stock Surges After Berkshire Hathaway Reveals Stake,"Alphabet shares gained 5.5% Monday morning after Warren Buffett's Berkshire Hathaway said it took a stake in Google's parent company.  Class-A shares recently changed hands at $291.83, on course to test new highs.",Yahoo,https://finnhub.io/api/news?id=7140689c6d3dfe8e7ef884ac1e565fb87899f9f6756fa962e191a6fa3746a7be,AAPL,AAPL
2025-11-17 14:31:41,Ask our financial experts your biggest UK budget questions,Our team of financial experts want to hear about the big issues that you want Rachel Reeves to tackle in her budget.,Yahoo,https://finnhub.io/api/news?id=d2767bbc2ea70c23dd98a0597f10ae3a866c54c0f47f51289bbddf33b4c8d7ca,AAPL,AAPL
2025-11-17 14:10:00,It Ultimately Comes Down To Free Cash Flow Yield,Travis Koldus runs The Contrarian and shares why he looks forward to price discovery.,SeekingAlpha,https://finnhub.io/api/news?id=d519feef76c5acf41425f2a73d52586afbc8afebc73feaa50eaefe872c8bf11e,AAPL,AAPL
2025-11-17 14:05:00,Eli Lilly Could Be Next Company to Split Its Stock,"The drugmaker’s stock checks all the boxes for a split. the price keeps climbing, the company is on fire, and it’s a bull market.",Yahoo,https://finnhub.io/api/news?id=5f0d331e1633811d3f46a1a03f46905b4ce7878dabd760691263cbfe65da4dfd,AAPL,AAPL
2025-11-17 13:48:32,"Peter Thiel's fund offloaded Nvidia stake in third quarter, filing shows","Thiel's selloff,‌ coupled with SoftBank's sale of its own Nvidia holdings last week, has fueled Wall Street'‍s angst that the frenzy driving soaring tech valuations may have peaked, putting at risk the trillions of dollars committed to AI advancement.  Investors and ​analysts will be looking to Nvidia's third-quarter results on ‌Wednesday to dispel worries of a bubble as the world's most valuable company is considered a bellwether for AI demand due to its coveted chips being used in massive data centers and servers.  Thiel Foundation did not immediately respond to a Reuters request for comment.",Yahoo,https://finnhub.io/api/news?id=b94c6e4bd5b3b4f67d1cf4ffd6b319d0e88fd4f4f23411e6318f17c0382f35ce,AAPL,AAPL
2025-11-17 13:41:11,Apple Unveils Biggest iPhone Shakeup Ever -- Foldables and Premium Models Ahead,iPhone Overhaul Ahead: Apple Plans Staggered Releases and Next-Generation Devices,Yahoo,https://finnhub.io/api/news?id=6dd2d755ddd701027d846962fdcf256207abdc53dd7b61f9f23aee484a9df197,AAPL,AAPL
2025-11-17 12:46:27,Peter Thiel’s Fund Sold Off Entire Nvidia Stake Last Quarter,"The Thiel Macro fund now counts Apple Inc., Microsoft Corp. and a reduced stake in Tesla Inc. as its main bets, according to a 13F filing.  Thiel’s move comes at a time of rising concerns about an AI investment bubble, which turned Nvidia into the world’s most valuable company.",Yahoo,https://finnhub.io/api/news?id=843a1a127c789eb5b10be47dd588e058bdf9e550e46b440af8ee50e6cf975634,AAPL,AAPL
2025-11-17 12:39:58,Jim Cramer Discusses NVIDIA (NVDA) Ahead Of Earnings,We recently published 10 Stocks Jim Cramer Talked About & Revealed Why He’s Critical Of OpenAI. NVIDIA Corporation (NASDAQ:NVDA) is one of the stocks Jim Cramer talked about. Cramer discussed AI GPU giant NVIDIA Corporation (NASDAQ:NVDA)’s upcoming earnings and the narrative surrounding the firm. His comments included the firm’s China orders and the firm’s Vera […],Yahoo,https://finnhub.io/api/news?id=7433b9412b2afe7591b596de5662002cdb76c08573736d49bb9f33d20e494f36,AAPL,AAPL
2025-11-17 12:11:00,Netflix Stock Split Kicks in Today. What It Means as Streaming War Heats Up.,"Splits don't change the value of a company, but they are designed to make a stock more affordable for individual investors.",Yahoo,https://finnhub.io/api/news?id=675fbab763836dcc8da541e202d891f64780dc0e13eb79d6a166c830bcc92c72,AAPL,AAPL
2025-11-17 11:40:00,"These Stocks Are Moving the Most Today: Alphabet, Apple, Nvidia, Dell, XPeng, Tesla, E.W. Scripps, and More",Alphabet rises after Berkshire Hathaway discloses it bought $4.3 billion worth of shares in the parent company of Google in the third quarter.,Yahoo,https://finnhub.io/api/news?id=daf08534b2a0025f637623e7b7c4ba50a13a05a4a3b4c466f372ac5eb065f6f6,AAPL,AAPL
2025-11-17 11:24:06,Google-parent Alphabet's shares jump as Berkshire reveals big stake,"STORY: Alphabet's shares rose 5.5% in premarket trading on Monday (November 17).Investors jumped in after investing giant Berkshire Hathaway disclosed a stake in the tech firm.It marked what could be one of the final major moves by the group under Warren Buffett's leadership.A filing on Friday showed Berkshire owned 17.85 million shares in Google's parent as of September 30.Reuters calculations show the stake could be worth about $4.93 billion as of the stock's close.Berkshire's move comes as concerns grow over Big Tech's heavy artificial intelligence spending and whether AI valuations are too high.Buffett is due to end his 60-year run as CEO of Berkshire at the end of the year. It was unclear who made the specific purchase at Berkshire, though Buffett usually oversees the larger investments.Berkshire has traditionally avoided tech stocks.While Apple is the group's largest stock holding, Buffett argues it is a consumer-products company rather than a technology bet.",Yahoo,https://finnhub.io/api/news?id=2d13d2d470a3e73c8e253aeb57f12f6a589db933d2e96a246781cd263759f8d0,AAPL,AAPL
2025-11-17 10:28:21,"Peter Thiel's hedge fund dumps Nvidia stake, cuts back Tesla position",Thiel Macro zeroed out its stake worth nearly $94 million in Nvidia during the three-month period.,CNBC,https://finnhub.io/api/news?id=71fde696014b3d0fd4ce55cec79e4314127d5339c7823ccf568495fc890c06fa,AAPL,AAPL
2025-11-17 10:03:49,Bored with index funds? Here are tips for buying individual stocks.,You've heard about people who made a mint on Nvidia. Now you want to invest in individual stocks. But how much is too much? We have tips.,Yahoo,https://finnhub.io/api/news?id=85d2e37617c45a4a417159d8b3953a50a21b51efd53c2f1d0914cb661227189b,AAPL,AAPL
2025-11-17 10:01:46,"Stocks to Watch Monday: Alphabet, XPeng, Tesla","↗️ Alphabet (GOOG, GOOGL): Warren Buffett’s Berkshire Hathaway (BRK.A, BRK.B) added Google's parent company to its portfolio last quarter and further shrunk its stake in Apple (AAPL). Alphabet shares jumped more than 5% in premarket trading.",Yahoo,https://finnhub.io/api/news?id=a270967f218c0bd56600d2b36f3ace410a109602cb6b5b644d8f4465ea3f0fd6,AAPL,AAPL
2025-11-17 09:57:00,Best Stock to Buy Right Now: Apple vs. Amazon,Which company has better long-term growth prospects?,Yahoo,https://finnhub.io/api/news?id=135a2baad9a5cf8ce2ebf77bad23a345ae63f4a56f2f8c52794b00a33e41b3bc,AAPL,AAPL
2025-11-17 09:52:55,Alphabet shares jump after Berkshire makes rare tech bet with $4.9 billion stake,"The stock purchase, a rare bet on technology by ‌Berkshire, comes amid growing concerns over heavy AI spending as tech behemoths splurge hundreds of billions of dollars to build data centers and buy chips ‌that power them.  A filing showed on Friday that Berkshire owned 17.85 million shares in Google's parent as of September 30.",Yahoo,https://finnhub.io/api/news?id=af5685c1a831c71152af009a5f971933a619abe7d0abe2faf04115290cca3795,AAPL,AAPL
2025-11-17 09:52:11,Michael Burry Just Torched Big Tech's AI Profit Party,"Big Tech's profit story has been running hot for years, but a new wrinkle just arrived from a voice investors tend to monitor.  Michael Burry (Trades, Portfolio)  the Scion Asset Management chief best known for his bet against the housing market before the 2008 crisis  hinted this week that tech giants like Meta (NASDAQ:META) and Alphabet (NASDAQ:GOOG) may be benefiting from earnings that look stronger because of longer depreciation schedules on their servers and chips.",Yahoo,https://finnhub.io/api/news?id=d452c342513befebd018fed1071dbb8ba1709647a4bf2e6586a0efa6cc4e6df2,AAPL,AAPL
2025-11-17 09:32:35,"Trending tickers: Alphabet, Bitcoin, Netflix, Alibaba and WPP",The latest investor updates on stocks that are trending on Monday.,Yahoo,https://finnhub.io/api/news?id=f44fcca35cb185d0befc3b653f7ae62ac387a92643f8b999fed2384facda725e,AAPL,AAPL
2025-11-17 09:02:23,The Club's top 10 things to watch in the stock market Monday,"Stock futures are relatively muted early this morning. The market is coming off a volatile week, driven by doubts about the sustainability of AI spending.",CNBC,https://finnhub.io/api/news?id=ec2712827bd069539f87cf6a3ae1272d68a0677dae42cd005b604ef60c644c6d,AAPL,AAPL
2025-11-17 08:41:32,"Stocks making the biggest moves premarket: Alphabet, Zymeworks, lithium producers, Quantum Computing, Clearwater Analytics and more",These are some of the stocks posting the largest moves in premarket trading. ,CNBC,https://finnhub.io/api/news?id=618c86c4b72e1dc69961fc04fea3d2667b27dec4cc11175449c62f7b9401f64d,AAPL,AAPL
2025-11-17 06:54:07,Wall Street Breakfast Podcast: Who Leads Apple Next?,"Apple said to step up CEO succession planning as Tim Cook may leave next year. Trumpâs $2,000 tariff rebate may need Congress nod. Franchisee of Dairy Queen rival files for bankruptcy.",SeekingAlpha,https://finnhub.io/api/news?id=2111686fa1531c2420c3ddb227c985bc3a7cea1d9fc55d3c5b0a690baa30535c,AAPL,AAPL
2025-11-17 06:00:00,Tax-saving steps to take ahead of the budget,"Pre-budget rumours might push you to consider your financial planning, and what works for you, but it's important not to rush into anything you may come to regret later.",Yahoo,https://finnhub.io/api/news?id=af0467613a8c633d711a434b3c7a395869e80337ffb0c3f250553634f3a54057,AAPL,AAPL
2025-11-17 04:44:06,1 Cash-Producing Stock to Keep an Eye On and 2 We Find Risky,"A company that generates cash isn’t automatically a winner. Some businesses stockpile cash but fail to reinvest wisely, limiting their ability to expand.",Yahoo,https://finnhub.io/api/news?id=d8023734780983df1be6f6aa6d29711aeb2a1649e3cbf8f7e468aafce5128d93,AAPL,AAPL
2025-11-17 03:13:54,Is Apple's Valuation Justified After AI Product Launches and a 22% Share Price Gain?,"Ever find yourself wondering if Apple stock is actually a smart buy at today's price, or if the market buzz has gotten ahead of itself? Apple's share price has gained 8.0% over the last month and is up a robust 21.6% in the past year, hinting at strong growth momentum and a possible shift in how investors see the company's risks and rewards. Apple has made headlines this month with new product launches, including an upgrade to its iPad lineup and continuous innovations in AI. These...",Yahoo,https://finnhub.io/api/news?id=25181e1a3682ad51820ea9534590385a1878aac839d3b4fb3e4da3077d69fff8,AAPL,AAPL
