,time_published,title,sentiment_score,sentiment_label
14,2025-09-28 17:20:00,Prediction: Nvidia Will Be Worth $15 Trillion by 2030 If This One Thing Happens,0.186163,Somewhat-Bullish
15,2025-09-25 09:30:00,3 No-Brainer Warren Buffett Stocks to Buy Right Now,0.390282,Bullish
16,2025-09-12 00:57:48,"Cathie Wood's Ark Pivots: Sells Tempus AI After FDA Win, Loads Up On Amazon, Figma And This Trendy Crypto Stock - ARK Fintech Innovation ETF  ( BATS:ARKF ) , Amazon.com  ( NASDAQ:AMZN ) ",0.307661,Somewhat-Bullish
17,2025-09-10 18:13:00,Crypto & Blockchain Stocks Poised for Growth Amid Policy Tailwinds,0.271934,Somewhat-Bullish
18,2025-09-09 03:21:00,OpenAI Helps Google Win in Court,0.114664,Neutral
19,2025-09-07 23:05:00,Prediction: This Will Be Nvidia's Stock Price 5 Years From Now,0.19477,Somewhat-Bullish
20,2025-08-28 16:00:00,SHOP's Merchant Solutions Gain Momentum: A Sign of More Upside?,0.390638,Bullish
21,2025-08-23 10:05:00,"The Best Warren Buffett Stocks to Buy With $1,000 Right Now",0.245606,Somewhat-Bullish
22,2025-08-21 12:59:39,"Market Whiplash: AI Doubts, Rate Cut Uncertainty, and a Slowing Housing Sector Upend Sentiment",-0.105423,Neutral
23,2025-08-20 17:13:00,These Leading Retailers Are Considering Stablecoins. Should Investors Be Excited or Wary?,0.279957,Somewhat-Bullish
24,2025-07-31 13:05:00,Top Wide-Moat Stocks to Buy for Long-Term Wealth and Stability,0.408629,Bullish
25,2025-07-23 20:37:00,Netflix Continues to Dominate,0.185291,Somewhat-Bullish
26,2025-07-20 10:00:00,Is Nvidia Stock Too Expensive to Buy Now?,0.126757,Neutral
27,2025-07-18 08:18:00,"This Unstoppable Cryptocurrency Is Now As Big As Amazon, and It Could Soar By Another 10,500%, According to Strategy's Michael Saylor",0.215838,Somewhat-Bullish
28,2025-07-15 15:55:00,"AI, Superman, and Solar's Kryptonite",0.150968,Somewhat-Bullish
29,2025-07-14 12:00:00,Tariff-Led Volatility Ahead for Big Tech? ETFs in Focus,0.051023,Neutral
30,2025-07-10 14:00:00,Tech ETFs Hit New Highs as NVIDIA Powers Market Rally,0.218387,Somewhat-Bullish
31,2025-07-01 13:57:00,Amazon Wants More Power,0.18617,Somewhat-Bullish
32,2025-06-25 15:55:00,Tesla's Robotaxi Rollout,0.181085,Somewhat-Bullish
33,2025-06-25 11:00:00,Missed Out on the Circle IPO? This Cryptocurrency Investment Might Be the Real Winner in the Long Run  ( Hint: It's Not Robinhood or Bitcoin ) .,0.214138,Somewhat-Bullish
34,2025-06-22 22:05:00,Stablecoin Disruption: Time to Sell Your Visa Stock?,0.258383,Somewhat-Bullish
35,2025-06-20 21:59:00,"Big Retail, Stablecoins, and Dividends. Oh My!",0.192927,Somewhat-Bullish
36,2025-06-19 09:30:00,2 Artificial Intelligence  ( AI )  Stocks I'm Buying If the Market Dips Again,0.170983,Somewhat-Bullish
37,2025-06-04 08:41:17,"Coinbase Crushed Tesla, Amazon And Other Mag 7 Peers In Recent Rally - Here's What Drove The Stunning Comeback - Apple  ( NASDAQ:AAPL ) ",0.284167,Somewhat-Bullish
38,2025-05-29 05:19:44,Elon Musk leaves DOGE as job was 'uphill battle',-0.129563,Neutral
39,2025-05-12 14:18:00,"The Zacks Analyst Blog Highlights First Trust SkyBridge Crypto Industry & Digital Economy ETF, The Spear Alpha ETF, VanEck Vectors Digital Transformation ETF, TrueShares Technology, AI and Deep Learning ETF and Strive U.S. Semiconductor ETF",0.270853,Somewhat-Bullish
40,2025-05-09 14:29:00,Tech ETFs at the Forefront of the Current Market Rally,0.261672,Somewhat-Bullish
41,2025-05-06 17:55:00,Big Tech Lets Investors Know What's Going On,0.146927,Neutral
42,2025-05-06 09:49:00,Inside Last Week's Wall Street Rally & Best-Performing ETF Areas,0.258845,Somewhat-Bullish
43,2025-05-05 14:25:00,"Buy, Sell or Hold MercadoLibre Stock? Key Tips Ahead of Q1 Earnings",0.393287,Bullish
44,2025-05-02 02:32:21,"AAPL, AMZN, RDDT, MSTR, XYZ: 5 Trending Stocks Today - Apple  ( NASDAQ:AAPL ) ",0.234724,Somewhat-Bullish
45,2025-04-30 13:30:00,A Glimpse at Trump's 100 Days in Office: ETF Winners & Losers,-0.126656,Neutral
46,2025-04-24 17:53:00,Top Cryptocurrency Stocks You Should Buy for a Healthy Portfolio,0.242852,Somewhat-Bullish
47,2025-04-24 14:45:00,"Tariff Relief Talks Lift Tech ETFs, Stocks: What's Ahead?",0.209409,Somewhat-Bullish
48,2025-04-23 14:36:00,MercadoLibre Trades at a Premium: Should You Hold or Fold the Stock?,0.335359,Somewhat-Bullish
49,2025-04-18 15:46:46,"170 Million Users At Stake: Tim Stokely's Zoop Makes Last-Minute TikTok Bid, Promising Creators 'The Lion's Share' Of Ad Revenue - Microsoft  ( NASDAQ:MSFT ) , Amazon.com  ( NASDAQ:AMZN ) ",0.216315,Somewhat-Bullish
